customerID,Risk_Tier,Risk_Score,Contract,tenure,MonthlyCharges,TotalCharges,PaymentMethod,InternetService,TechSupport,OnlineSecurity,PaperlessBilling,Churn
2027-FECZV,Critical Risk,9,Month-to-month,12,106.7,1253.9,Electronic check,Fiber optic,No,No,Yes,Yes
2740-TVLFN,Critical Risk,9,Month-to-month,1,50.15,50.15,Electronic check,DSL,No,No,Yes,No
2672-DZUOY,Critical Risk,9,Month-to-month,1,25.15,25.15,Electronic check,DSL,No,No,Yes,Yes
2454-RPBRZ,Critical Risk,9,Month-to-month,12,98.1,1060.2,Electronic check,Fiber optic,No,No,Yes,Yes
8414-MYSHR,Critical Risk,9,Month-to-month,5,91.4,449.75,Electronic check,Fiber optic,No,No,Yes,Yes
5519-NPHVG,Critical Risk,9,Month-to-month,12,94.2,1046.1,Electronic check,Fiber optic,No,No,Yes,Yes
3904-UKFRE,Critical Risk,9,Month-to-month,4,80.1,336.15,Electronic check,Fiber optic,No,Yes,Yes,No
9506-UXUSK,Critical Risk,9,Month-to-month,13,70.15,931.75,Electronic check,Fiber optic,No,No,Yes,No
4373-VVHQL,Critical Risk,9,Month-to-month,1,44.75,44.75,Electronic check,DSL,No,No,Yes,No
2884-GBPFB,Critical Risk,9,Month-to-month,35,70.3,2416.55,Electronic check,Fiber optic,No,No,Yes,Yes
7786-WBJYI,Critical Risk,9,Month-to-month,4,77.95,305.55,Bank transfer (automatic),Fiber optic,No,No,No,Yes
2495-INZWQ,Critical Risk,9,Month-to-month,4,44.55,174.3,Electronic check,DSL,No,No,Yes,Yes
9822-OAOVB,Critical Risk,9,Month-to-month,1,55.45,55.45,Electronic check,DSL,No,No,Yes,No
1724-BQUHA,Critical Risk,9,Month-to-month,5,89.5,477.7,Electronic check,Fiber optic,No,No,Yes,Yes
7318-EIVKO,Critical Risk,9,Month-to-month,8,59.25,436.6,Electronic check,DSL,No,No,Yes,No
3884-HCSWG,Critical Risk,9,Month-to-month,17,70.0,1144.5,Electronic check,Fiber optic,No,No,Yes,Yes
5077-DXTCG,Critical Risk,9,Month-to-month,1,45.3,45.3,Electronic check,DSL,No,No,Yes,Yes
3722-WPXTK,Critical Risk,9,Month-to-month,1,88.35,88.35,Electronic check,Fiber optic,No,No,Yes,Yes
2929-ERCFZ,Critical Risk,9,Month-to-month,8,94.2,777.3,Electronic check,Fiber optic,No,No,Yes,Yes
7548-SEPYI,Critical Risk,9,Month-to-month,5,96.25,512.45,Electronic check,Fiber optic,No,No,Yes,Yes
9050-IKDZA,Critical Risk,9,Month-to-month,2,81.5,162.55,Mailed check,Fiber optic,No,No,No,No
7209-JCUDS,Critical Risk,9,Month-to-month,10,94.9,1048.85,Electronic check,Fiber optic,No,No,Yes,Yes
5520-FVEWJ,Critical Risk,9,Month-to-month,12,84.5,916.9,Electronic check,Fiber optic,No,No,Yes,Yes
7801-KICAO,Critical Risk,9,Month-to-month,18,74.15,1345.75,Electronic check,Fiber optic,No,No,Yes,No
0475-RIJEP,Critical Risk,9,Month-to-month,43,77.85,3365.85,Electronic check,Fiber optic,No,No,Yes,Yes
4512-ZUIYL,Critical Risk,9,Month-to-month,2,70.0,153.05,Bank transfer (automatic),Fiber optic,No,No,No,Yes
2968-SSGAA,Critical Risk,9,Month-to-month,10,100.6,1060.2,Electronic check,Fiber optic,No,No,Yes,Yes
4844-JJWUY,Critical Risk,9,Month-to-month,1,86.0,86.0,Electronic check,Fiber optic,No,No,Yes,Yes
3538-WZPHD,Critical Risk,9,Month-to-month,3,29.6,79.45,Electronic check,DSL,No,No,Yes,Yes
1628-BIZYP,Critical Risk,9,Month-to-month,1,85.0,85.0,Electronic check,Fiber optic,No,No,Yes,No
1965-AKTSX,Critical Risk,9,Month-to-month,14,78.95,1101.85,Electronic check,Fiber optic,No,No,Yes,Yes
9355-NPPFS,Critical Risk,9,Month-to-month,26,78.8,2006.1,Electronic check,Fiber optic,No,No,Yes,No
4192-GORJT,Critical Risk,9,Month-to-month,5,94.45,498.1,Electronic check,Fiber optic,No,No,Yes,Yes
6496-SLWHQ,Critical Risk,9,Month-to-month,3,105.0,294.45,Electronic check,Fiber optic,No,No,Yes,Yes
7240-ETPTR,Critical Risk,9,Month-to-month,9,48.75,442.2,Electronic check,DSL,No,No,Yes,Yes
2202-CUYXZ,Critical Risk,9,Month-to-month,1,84.85,84.85,Electronic check,Fiber optic,No,No,Yes,Yes
2862-PFNIK,Critical Risk,9,Month-to-month,1,24.7,24.7,Electronic check,DSL,No,No,Yes,No
9185-TQCVP,Critical Risk,9,Month-to-month,14,85.15,1139.2,Electronic check,Fiber optic,No,No,Yes,Yes
5567-WSELE,Critical Risk,9,Month-to-month,3,94.6,279.55,Electronic check,Fiber optic,No,No,Yes,Yes
3462-BJQQA,Critical Risk,9,Month-to-month,6,89.75,552.65,Electronic check,Fiber optic,No,No,Yes,No
5685-IIXLY,Critical Risk,9,Month-to-month,5,83.6,404.2,Electronic check,Fiber optic,No,No,Yes,Yes
2325-NBPZG,Critical Risk,9,Month-to-month,3,74.55,233.65,Electronic check,Fiber optic,No,Yes,Yes,No
0519-XUZJU,Critical Risk,9,Month-to-month,1,70.75,70.75,Mailed check,Fiber optic,No,No,No,Yes
6599-SFQVE,Critical Risk,9,Month-to-month,6,55.0,340.4,Electronic check,DSL,No,No,Yes,No
4884-ZTHVF,Critical Risk,9,Month-to-month,8,87.1,713.6,Electronic check,Fiber optic,No,No,Yes,No
3945-GFWQL,Critical Risk,9,Month-to-month,12,44.55,480.6,Electronic check,DSL,No,No,Yes,Yes
3797-VTIDR,Critical Risk,9,Month-to-month,1,23.45,23.45,Electronic check,DSL,No,No,Yes,Yes
3063-QFSZL,Critical Risk,9,Month-to-month,1,55.4,55.4,Electronic check,DSL,No,No,Yes,Yes
8775-LHDJH,Critical Risk,9,Month-to-month,1,90.6,90.6,Electronic check,Fiber optic,No,No,Yes,Yes
3317-VLGQT,Critical Risk,9,Month-to-month,14,78.1,1122.4,Electronic check,Fiber optic,No,No,Yes,No
3398-ZOUAA,Critical Risk,9,Month-to-month,21,69.1,1474.75,Electronic check,Fiber optic,No,No,Yes,Yes
6017-PPLPX,Critical Risk,9,Month-to-month,20,70.45,1470.95,Electronic check,Fiber optic,No,No,Yes,Yes
4361-JEIVL,Critical Risk,9,Month-to-month,1,44.4,44.4,Electronic check,DSL,No,No,Yes,Yes
9611-CTWIH,Critical Risk,9,Month-to-month,3,89.45,240.45,Electronic check,Fiber optic,No,No,Yes,Yes
2362-IBOOY,Critical Risk,9,Month-to-month,36,84.75,3050.15,Electronic check,Fiber optic,No,No,Yes,Yes
7450-NWRTR,Critical Risk,9,Month-to-month,12,99.45,1200.15,Electronic check,Fiber optic,No,No,Yes,Yes
2379-ENZGV,Critical Risk,9,Month-to-month,6,84.85,523.5,Electronic check,Fiber optic,No,No,Yes,Yes
7932-WPTDS,Critical Risk,9,Month-to-month,1,24.8,24.8,Electronic check,DSL,No,No,Yes,Yes
5228-EXCET,Critical Risk,9,Month-to-month,13,80.85,1008.7,Electronic check,Fiber optic,No,No,Yes,Yes
0727-IWKVK,Critical Risk,9,Month-to-month,9,79.9,741.7,Electronic check,Fiber optic,No,No,Yes,Yes
2657-VPXTA,Critical Risk,9,Month-to-month,10,88.85,929.45,Electronic check,Fiber optic,No,No,Yes,No
3002-WQZWT,Critical Risk,9,Month-to-month,29,74.2,1993.25,Electronic check,Fiber optic,No,No,Yes,No
5536-SLHPM,Critical Risk,9,Month-to-month,55,77.75,4458.15,Electronic check,Fiber optic,No,No,Yes,Yes
2696-NARTR,Critical Risk,9,Month-to-month,11,73.85,926.25,Electronic check,Fiber optic,Yes,No,Yes,Yes
4631-OACRM,Critical Risk,9,Month-to-month,15,79.4,1156.1,Electronic check,Fiber optic,No,No,Yes,Yes
7228-OMTPN,Critical Risk,9,Month-to-month,4,88.45,370.65,Electronic check,Fiber optic,No,No,Yes,Yes
9102-IAYHT,Critical Risk,9,Month-to-month,17,85.45,1451.6,Electronic check,Fiber optic,No,No,Yes,Yes
0027-KWYKW,Critical Risk,9,Month-to-month,23,83.75,1849.95,Electronic check,Fiber optic,No,No,Yes,No
9432-VOFYX,Critical Risk,9,Month-to-month,17,70.8,1207.0,Electronic check,Fiber optic,No,No,Yes,No
0231-LXVAP,Critical Risk,9,Month-to-month,1,75.9,75.9,Electronic check,Fiber optic,Yes,No,Yes,Yes
9752-ZNQUT,Critical Risk,9,Month-to-month,1,48.6,48.6,Electronic check,DSL,No,No,Yes,No
0168-XZKBB,Critical Risk,9,Month-to-month,19,86.85,1564.4,Electronic check,Fiber optic,No,No,Yes,No
6108-OQZDQ,Critical Risk,9,Month-to-month,4,97.95,384.5,Electronic check,Fiber optic,No,No,Yes,Yes
8903-XEBGX,Critical Risk,9,Month-to-month,2,55.3,108.65,Electronic check,DSL,No,No,Yes,No
2398-YPMUR,Critical Risk,9,Month-to-month,13,70.15,916.75,Electronic check,Fiber optic,No,No,Yes,Yes
1415-YFWLT,Critical Risk,9,Month-to-month,1,89.3,89.3,Electronic check,Fiber optic,No,No,Yes,Yes
4815-GBTCD,Critical Risk,9,Month-to-month,4,25.15,99.95,Electronic check,DSL,No,No,Yes,No
8695-ARGXZ,Critical Risk,9,Month-to-month,34,75.55,2425.4,Electronic check,Fiber optic,No,No,Yes,No
8650-RHRKE,Critical Risk,9,Month-to-month,4,29.65,118.5,Electronic check,DSL,No,No,Yes,Yes
0439-IFYUN,Critical Risk,9,Month-to-month,18,74.7,1294.6,Electronic check,Fiber optic,No,No,Yes,No
4273-MBHYA,Critical Risk,9,Month-to-month,1,89.35,89.35,Electronic check,Fiber optic,No,No,Yes,No
2446-BEGGB,Critical Risk,9,Month-to-month,6,98.25,560.6,Electronic check,Fiber optic,No,No,Yes,Yes
2737-WFVYW,Critical Risk,9,Month-to-month,2,45.25,85.5,Electronic check,DSL,No,No,Yes,Yes
2272-QAGFO,Critical Risk,9,Month-to-month,14,74.3,1096.25,Electronic check,Fiber optic,No,No,Yes,Yes
1173-XZPYF,Critical Risk,9,Month-to-month,11,89.2,990.3,Electronic check,Fiber optic,No,No,Yes,No
8676-TRMJS,Critical Risk,9,Month-to-month,3,75.0,209.1,Mailed check,Fiber optic,No,No,No,Yes
6994-KERXL,Critical Risk,9,Month-to-month,4,55.9,238.5,Electronic check,DSL,No,No,Yes,No
2180-DXNEG,Critical Risk,9,Month-to-month,12,96.0,1062.1,Electronic check,Fiber optic,No,No,Yes,Yes
6230-BSUXY,Critical Risk,9,Month-to-month,1,85.0,85.0,Electronic check,Fiber optic,No,No,Yes,Yes
8992-JQYUN,Critical Risk,9,Month-to-month,1,50.35,50.35,Electronic check,DSL,No,No,Yes,Yes
5022-KVDQT,Critical Risk,9,Month-to-month,27,81.3,2272.8,Electronic check,Fiber optic,No,No,Yes,No
5868-YWPDW,Critical Risk,9,Month-to-month,6,84.2,519.15,Electronic check,Fiber optic,No,No,Yes,Yes
4078-SAYYN,Critical Risk,9,Month-to-month,11,100.75,1129.75,Electronic check,Fiber optic,No,No,Yes,Yes
1273-MTETI,Critical Risk,9,Month-to-month,4,88.85,372.45,Electronic check,Fiber optic,No,No,Yes,Yes
0295-PPHDO,Critical Risk,9,Month-to-month,1,95.45,95.45,Electronic check,Fiber optic,No,No,Yes,Yes
4501-EQDRN,Critical Risk,9,Month-to-month,1,69.7,69.7,Bank transfer (automatic),Fiber optic,No,No,No,Yes
2990-HWIML,Critical Risk,9,Month-to-month,6,89.5,573.3,Electronic check,Fiber optic,No,No,Yes,Yes
7384-GHBPI,Critical Risk,9,Month-to-month,3,35.15,99.75,Electronic check,DSL,No,No,Yes,Yes
1400-MMYXY,Critical Risk,9,Month-to-month,3,105.9,334.65,Electronic check,Fiber optic,No,No,Yes,Yes
9398-MMQTO,Critical Risk,9,Month-to-month,3,74.45,221.1,Credit card (automatic),Fiber optic,No,No,No,No
1450-SKCVI,Critical Risk,9,Month-to-month,56,73.85,4092.85,Electronic check,Fiber optic,No,No,Yes,Yes
1564-NTYXF,Critical Risk,9,Month-to-month,13,82.0,1127.2,Electronic check,Fiber optic,No,No,Yes,Yes
5392-AKEMH,Critical Risk,9,Month-to-month,12,45.05,523.1,Electronic check,DSL,No,No,Yes,No
2523-EWWZL,Critical Risk,9,Month-to-month,27,76.1,2093.4,Electronic check,Fiber optic,No,No,Yes,No
0928-XUTSN,Critical Risk,9,Month-to-month,13,80.5,1011.8,Electronic check,Fiber optic,No,No,Yes,No
7703-ZEKEF,Critical Risk,9,Month-to-month,23,81.0,1917.1,Electronic check,Fiber optic,No,No,Yes,Yes
2235-DWLJU,Critical Risk,9,Month-to-month,6,44.4,263.05,Electronic check,DSL,No,No,Yes,No
0674-EYYZV,Critical Risk,9,Month-to-month,1,54.65,54.65,Electronic check,DSL,No,No,Yes,No
0818-OCPZO,Critical Risk,9,Month-to-month,27,81.45,2122.05,Electronic check,Fiber optic,No,No,Yes,Yes
1226-IENZN,Critical Risk,9,Month-to-month,16,78.75,1218.25,Electronic check,Fiber optic,No,No,Yes,No
2101-RANCD,Critical Risk,9,Month-to-month,55,73.1,4144.9,Electronic check,Fiber optic,No,No,Yes,No
9681-OXGVC,Critical Risk,9,Month-to-month,5,100.5,514.0,Electronic check,Fiber optic,No,No,Yes,Yes
6521-YYTYI,Critical Risk,9,Month-to-month,1,93.3,93.3,Electronic check,Fiber optic,No,No,Yes,Yes
8878-HMWBV,Critical Risk,9,Month-to-month,3,49.15,169.05,Electronic check,DSL,No,No,Yes,Yes
3223-WZWJM,Critical Risk,9,Month-to-month,26,83.95,2254.2,Electronic check,Fiber optic,No,No,Yes,Yes
0754-UKWQP,Critical Risk,9,Month-to-month,2,95.85,197.7,Electronic check,Fiber optic,No,No,Yes,Yes
5022-JNQEQ,Critical Risk,9,Month-to-month,9,75.85,647.5,Electronic check,Fiber optic,Yes,No,Yes,No
8647-SDTWQ,Critical Risk,9,Month-to-month,57,74.3,4018.35,Electronic check,Fiber optic,No,No,Yes,No
8778-LMWTJ,Critical Risk,9,Month-to-month,9,74.85,708.2,Electronic check,Fiber optic,No,Yes,Yes,No
8884-ADFVN,Critical Risk,9,Month-to-month,7,101.95,700.85,Electronic check,Fiber optic,No,No,Yes,Yes
2720-WGKHP,Critical Risk,9,Month-to-month,2,94.0,181.7,Electronic check,Fiber optic,No,No,Yes,Yes
0702-PGIBZ,Critical Risk,9,Month-to-month,4,101.7,364.55,Electronic check,Fiber optic,No,No,Yes,Yes
6608-QQLVK,Critical Risk,9,Month-to-month,1,50.5,50.5,Electronic check,DSL,No,No,Yes,Yes
3319-DWOEP,Critical Risk,9,Month-to-month,6,95.75,573.75,Electronic check,Fiber optic,No,No,Yes,Yes
9389-ACWBI,Critical Risk,9,Month-to-month,5,69.95,320.4,Credit card (automatic),Fiber optic,No,No,No,No
5419-JPRRN,Critical Risk,9,Month-to-month,1,101.45,101.45,Electronic check,Fiber optic,No,No,Yes,Yes
0742-NXBGR,Critical Risk,9,Month-to-month,1,82.3,82.3,Electronic check,Fiber optic,No,No,Yes,Yes
5889-LFOLL,Critical Risk,9,Month-to-month,13,84.6,1115.2,Electronic check,Fiber optic,No,No,Yes,Yes
0220-EBGCE,Critical Risk,9,Month-to-month,2,85.85,167.3,Electronic check,Fiber optic,No,No,Yes,Yes
5909-ECHUI,Critical Risk,9,Month-to-month,1,56.25,56.25,Electronic check,DSL,No,No,Yes,Yes
6969-MVBAI,Critical Risk,9,Month-to-month,9,90.1,816.8,Electronic check,Fiber optic,No,No,Yes,No
7729-JTEEC,Critical Risk,9,Month-to-month,2,44.5,90.05,Electronic check,DSL,No,No,Yes,No
7242-QZLXF,Critical Risk,9,Month-to-month,1,25.3,25.3,Electronic check,DSL,No,No,Yes,Yes
8344-WFMFH,Critical Risk,9,Month-to-month,9,50.1,484.05,Electronic check,DSL,No,No,Yes,No
3398-FSHON,Critical Risk,9,Month-to-month,12,91.3,1094.5,Electronic check,Fiber optic,No,No,Yes,Yes
9465-RWMXL,Critical Risk,9,Month-to-month,32,78.9,2447.95,Electronic check,Fiber optic,No,No,Yes,Yes
2082-CEFLT,Critical Risk,9,Month-to-month,1,45.6,45.6,Electronic check,DSL,No,No,Yes,Yes
7743-EXURX,Critical Risk,9,Month-to-month,8,51.05,415.05,Electronic check,DSL,No,No,Yes,Yes
1455-UGQVH,Critical Risk,9,Month-to-month,10,98.5,1037.75,Electronic check,Fiber optic,No,No,Yes,Yes
8161-QYMTT,Critical Risk,9,Month-to-month,7,94.1,701.3,Electronic check,Fiber optic,No,No,Yes,No
5404-GGUKR,Critical Risk,9,Month-to-month,5,51.35,262.3,Electronic check,DSL,No,No,Yes,No
3329-WDIOK,Critical Risk,9,Month-to-month,3,50.6,155.35,Electronic check,DSL,No,No,Yes,Yes
3045-XETSH,Critical Risk,9,Month-to-month,10,94.85,953.45,Electronic check,Fiber optic,No,No,Yes,Yes
0531-ZZJWQ,Critical Risk,9,Month-to-month,55,74.0,4052.4,Electronic check,Fiber optic,No,No,Yes,No
0746-JTRFU,Critical Risk,9,Month-to-month,2,25.05,56.35,Electronic check,DSL,No,No,Yes,Yes
5597-GLBUC,Critical Risk,9,Month-to-month,1,85.45,85.45,Electronic check,Fiber optic,No,No,Yes,Yes
7278-CKDNC,Critical Risk,9,Month-to-month,24,80.5,2088.45,Electronic check,Fiber optic,No,No,Yes,No
4822-YCXMX,Critical Risk,9,Month-to-month,25,84.8,2043.45,Electronic check,Fiber optic,No,No,Yes,Yes
9821-POOTN,Critical Risk,9,Month-to-month,35,75.2,2576.2,Electronic check,Fiber optic,No,No,Yes,Yes
0187-QSXOE,Critical Risk,9,Month-to-month,7,89.0,605.45,Electronic check,Fiber optic,No,No,Yes,No
5934-RMPOV,Critical Risk,9,Month-to-month,22,84.75,1816.75,Electronic check,Fiber optic,No,No,Yes,No
4395-PZMSN,Critical Risk,9,Month-to-month,5,85.55,408.5,Electronic check,Fiber optic,No,No,Yes,No
4228-ZGYUW,Critical Risk,9,Month-to-month,4,90.05,368.1,Electronic check,Fiber optic,No,No,Yes,Yes
8107-KNCIM,Critical Risk,9,Month-to-month,14,75.1,1013.35,Electronic check,Fiber optic,No,No,Yes,No
5108-ADXWO,Critical Risk,9,Month-to-month,11,73.5,791.75,Electronic check,Fiber optic,No,Yes,Yes,Yes
6715-OFDBP,Critical Risk,9,Month-to-month,5,70.05,346.4,Electronic check,DSL,No,No,Yes,Yes
1567-DSCIC,Critical Risk,9,Month-to-month,8,94.0,773.65,Electronic check,Fiber optic,No,No,Yes,Yes
2091-RFFBA,Critical Risk,9,Month-to-month,31,73.9,2217.15,Electronic check,Fiber optic,No,No,Yes,Yes
1455-ESIQH,Critical Risk,9,Month-to-month,1,89.1,89.1,Electronic check,Fiber optic,No,No,Yes,Yes
3754-DXMRT,Critical Risk,9,Month-to-month,2,44.15,92.65,Electronic check,DSL,No,No,Yes,Yes
7903-CMPEY,Critical Risk,9,Month-to-month,1,80.3,80.3,Electronic check,Fiber optic,No,Yes,Yes,Yes
2057-ZBLPD,Critical Risk,9,Month-to-month,21,86.5,1808.7,Electronic check,Fiber optic,No,No,Yes,Yes
0023-HGHWL,Critical Risk,9,Month-to-month,1,25.1,25.1,Electronic check,DSL,No,No,Yes,Yes
5215-LNLDJ,Critical Risk,9,Month-to-month,7,24.7,149.05,Electronic check,DSL,No,No,Yes,No
1334-FJSVR,Critical Risk,9,Month-to-month,1,24.25,24.25,Electronic check,DSL,No,No,Yes,Yes
5261-QSHQM,Critical Risk,9,Month-to-month,4,24.45,86.6,Electronic check,DSL,No,No,Yes,Yes
4587-VVTOX,Critical Risk,9,Month-to-month,6,105.3,545.2,Electronic check,Fiber optic,No,No,Yes,Yes
6688-UZPWD,Critical Risk,9,Month-to-month,11,102.0,1145.35,Electronic check,Fiber optic,No,No,Yes,Yes
1335-NTIUC,Critical Risk,9,Month-to-month,9,24.95,190.25,Electronic check,DSL,No,No,Yes,No
7587-RZNME,Critical Risk,9,Month-to-month,3,43.3,123.65,Electronic check,DSL,No,No,Yes,Yes
5019-GQVCR,Critical Risk,9,Month-to-month,43,84.85,3645.6,Electronic check,Fiber optic,No,No,Yes,No
6331-EWIEB,Critical Risk,9,Month-to-month,20,85.25,1734.5,Electronic check,Fiber optic,No,No,Yes,Yes
1624-NALOJ,Critical Risk,9,Month-to-month,5,89.8,502.6,Electronic check,Fiber optic,No,No,Yes,Yes
4317-VTEOA,Critical Risk,9,Month-to-month,1,50.75,50.75,Electronic check,DSL,No,No,Yes,Yes
1730-ZMAME,Critical Risk,9,Month-to-month,32,79.5,2665.0,Electronic check,Fiber optic,No,No,Yes,No
6080-TCMYC,Critical Risk,9,Month-to-month,40,81.2,3292.3,Electronic check,Fiber optic,No,No,Yes,No
6128-CZOMY,Critical Risk,9,Month-to-month,1,45.65,45.65,Electronic check,DSL,No,No,Yes,Yes
0491-KAPQG,Critical Risk,9,Month-to-month,21,73.7,1558.7,Electronic check,Fiber optic,No,No,Yes,No
6961-VCPMC,Critical Risk,9,Month-to-month,46,80.4,3605.2,Electronic check,Fiber optic,No,No,Yes,Yes
9057-SIHCH,Critical Risk,9,Month-to-month,3,96.6,291.9,Electronic check,Fiber optic,No,No,Yes,Yes
6959-UWKHF,Critical Risk,9,Month-to-month,1,42.9,42.9,Electronic check,DSL,No,No,Yes,Yes
2645-QTLMB,Critical Risk,9,Month-to-month,7,94.25,669.0,Electronic check,Fiber optic,No,No,Yes,Yes
4424-TKOPW,Critical Risk,9,Month-to-month,2,93.85,196.75,Electronic check,Fiber optic,No,No,Yes,Yes
8337-UPOAQ,Critical Risk,9,Month-to-month,10,89.8,914.3,Electronic check,Fiber optic,No,No,Yes,Yes
0650-BWOZN,Critical Risk,9,Month-to-month,18,73.55,1359.45,Electronic check,Fiber optic,No,No,Yes,No
2656-TABEH,Critical Risk,9,Month-to-month,4,100.2,420.2,Electronic check,Fiber optic,No,No,Yes,Yes
0812-WUPTB,Critical Risk,9,Month-to-month,1,70.85,70.85,Mailed check,Fiber optic,No,No,No,Yes
1767-TGTKO,Critical Risk,9,Month-to-month,8,45.45,411.75,Electronic check,DSL,No,No,Yes,No
4570-QHXHL,Critical Risk,9,Month-to-month,9,43.75,405.7,Electronic check,DSL,No,No,Yes,No
8104-OSKWT,Critical Risk,9,Month-to-month,12,79.8,1001.2,Electronic check,Fiber optic,No,Yes,Yes,No
6086-ESGRL,Critical Risk,9,Month-to-month,1,80.15,80.15,Credit card (automatic),Fiber optic,No,No,No,Yes
5600-KTXFM,Critical Risk,9,Month-to-month,2,69.95,143.9,Mailed check,Fiber optic,No,No,No,No
8630-FJLIB,Critical Risk,9,Month-to-month,18,69.8,1221.65,Electronic check,Fiber optic,No,No,Yes,No
0988-JRWWP,Critical Risk,9,Month-to-month,3,54.2,140.4,Electronic check,DSL,No,No,Yes,No
1941-HOSAM,Critical Risk,9,Month-to-month,1,90.1,90.1,Electronic check,Fiber optic,No,No,Yes,No
6178-KFNHS,Critical Risk,9,Month-to-month,12,78.3,909.25,Electronic check,Fiber optic,No,Yes,Yes,Yes
5378-IKEEG,Critical Risk,9,Month-to-month,1,35.75,35.75,Electronic check,DSL,No,No,Yes,Yes
2626-URJFX,Critical Risk,9,Month-to-month,4,50.9,225.6,Electronic check,DSL,No,No,Yes,Yes
6892-EZDTG,Critical Risk,9,Month-to-month,4,91.65,365.4,Electronic check,Fiber optic,No,No,Yes,Yes
5117-IFGPS,Critical Risk,9,Month-to-month,29,84.3,2357.75,Electronic check,Fiber optic,No,No,Yes,No
9725-SCPZG,Critical Risk,9,Month-to-month,1,90.85,90.85,Electronic check,Fiber optic,No,No,Yes,Yes
5884-GCYMI,Critical Risk,9,Month-to-month,1,69.4,69.4,Mailed check,Fiber optic,No,No,No,Yes
9239-ZBZZV,Critical Risk,9,Month-to-month,6,47.95,305.1,Electronic check,DSL,No,No,Yes,Yes
4855-SNKMY,Critical Risk,9,Month-to-month,1,44.1,44.1,Electronic check,DSL,No,No,Yes,Yes
4816-JBHOV,Critical Risk,9,Month-to-month,2,44.7,93.7,Electronic check,DSL,No,No,Yes,Yes
5429-LWCMV,Critical Risk,9,Month-to-month,12,89.15,1057.55,Electronic check,Fiber optic,No,No,Yes,No
3744-ZRRDZ,Critical Risk,9,Month-to-month,21,82.35,1852.85,Electronic check,Fiber optic,No,No,Yes,Yes
1746-TGTWV,Critical Risk,9,Month-to-month,1,75.35,75.35,Credit card (automatic),Fiber optic,No,No,No,No
0277-BKSQP,Critical Risk,9,Month-to-month,8,54.4,475.1,Electronic check,DSL,No,No,Yes,No
2982-VPSGI,Critical Risk,9,Month-to-month,11,94.0,1078.9,Electronic check,Fiber optic,No,No,Yes,Yes
8010-EZLOU,Critical Risk,9,Month-to-month,15,80.2,1217.25,Electronic check,Fiber optic,No,No,Yes,Yes
7577-SWIFR,Critical Risk,9,Month-to-month,1,89.25,89.25,Electronic check,Fiber optic,No,No,Yes,No
1078-TDCRN,Critical Risk,9,Month-to-month,3,30.75,82.85,Electronic check,DSL,No,No,Yes,No
3672-YITQD,Critical Risk,9,Month-to-month,36,84.1,3021.6,Electronic check,Fiber optic,No,No,Yes,Yes
3776-EKTKM,Critical Risk,9,Month-to-month,1,36.45,36.45,Electronic check,DSL,No,No,Yes,Yes
4299-SIMNS,Critical Risk,9,Month-to-month,9,81.15,784.45,Electronic check,Fiber optic,No,Yes,Yes,No
8486-AYEQH,Critical Risk,9,Month-to-month,31,76.05,2227.8,Electronic check,Fiber optic,No,No,Yes,No
8780-IXSTS,Critical Risk,9,Month-to-month,6,90.1,521.3,Electronic check,Fiber optic,No,No,Yes,Yes
3049-SOLAY,Critical Risk,9,Month-to-month,3,95.2,292.85,Electronic check,Fiber optic,No,No,Yes,Yes
3235-ETOOB,Critical Risk,9,Month-to-month,8,74.5,609.9,Electronic check,Fiber optic,No,Yes,Yes,Yes
5940-NFXKV,Critical Risk,9,Month-to-month,19,83.65,1465.75,Electronic check,Fiber optic,No,No,Yes,Yes
7330-WZLNC,Critical Risk,9,Month-to-month,5,90.8,455.5,Electronic check,Fiber optic,No,No,Yes,Yes
7137-RYLPP,Critical Risk,9,Month-to-month,37,85.7,3171.15,Electronic check,Fiber optic,No,No,Yes,Yes
8875-AKBYH,Critical Risk,9,Month-to-month,20,84.35,1745.2,Electronic check,Fiber optic,No,No,Yes,No
0362-ZBZWJ,Critical Risk,9,Month-to-month,36,84.9,3067.2,Electronic check,Fiber optic,No,No,Yes,Yes
3956-MGXOG,Critical Risk,9,Month-to-month,28,80.6,2244.95,Electronic check,Fiber optic,No,No,Yes,No
2012-NWRPA,Critical Risk,9,Month-to-month,11,99.55,1131.2,Electronic check,Fiber optic,No,No,Yes,Yes
2154-KVJFF,Critical Risk,9,Month-to-month,15,79.75,1111.85,Electronic check,Fiber optic,No,No,Yes,Yes
8819-IMISP,Critical Risk,9,Month-to-month,31,80.45,2429.1,Electronic check,Fiber optic,No,No,Yes,No
8063-GBATB,Critical Risk,9,Month-to-month,27,85.25,2287.25,Electronic check,Fiber optic,No,No,Yes,Yes
5650-YLIBA,Critical Risk,9,Month-to-month,31,81.15,2640.55,Electronic check,Fiber optic,No,No,Yes,No
6987-XQSJT,Critical Risk,9,Month-to-month,54,79.5,4370.25,Electronic check,Fiber optic,No,No,Yes,Yes
6350-XFYGW,Critical Risk,9,Month-to-month,4,94.75,422.4,Electronic check,Fiber optic,No,No,Yes,No
0325-XBFAC,Critical Risk,9,Month-to-month,8,94.7,740.3,Electronic check,Fiber optic,No,No,Yes,Yes
2462-XIIJB,Critical Risk,9,Month-to-month,5,92.5,452.7,Electronic check,Fiber optic,No,No,Yes,Yes
